booktitle,author,key,title
Multimedia Information Retrieval,Ramesh Jain,conf/mir/SinghGJ10,From microblogs to social images: event analytics for situation assessment.
ICADL,Fabio Crestani,conf/icadl/VarathanGC16,Temporal Analysis of Comparative Opinion Mining.
PRICAI,Masayuki Numao,conf/pricai/BMFKN10,Three-Subagent Adapting Architecture for Fighting Videogames.
,Michael Collins,journals/corr/AndorAWSPGPC16,Globally Normalized Transition-Based Neural Networks.
,Yang Liu,journals/ijcim/SunWZCML12,Evaluation method of product-service performance.
,Derick Wood,journals/algorithmica/UkkonenW93,Approximate String Matching with Suffix Automata.
ICALP (1),Samir Khuller,conf/icalp/SahaK12,Set Cover Revisited: Hypergraph Cover with Hard Capacities.
,Jun'ichi Tsujii,journals/ibmrd/KanoMCHAT11,U-Compare: A modular NLP workflow construction and evaluation system.
SSDBM,Vassilis J. Tsotras,conf/ssdbm/HadjieleftheriouKTKDT04,Spatio-Temporal Data Services in a Shared-Nothing Environment.
,Kehong Wang,journals/ws/TangLLHLW06,Using Bayesian decision for ontology mapping.
KRDB,Michael Rys,conf/krdb/ReimerLNR95,Terminological Reasoning by Query Evaluation: A Formal Mapping of a Terminological Logic to an Object Data Model.
CGIV,Konstantinos N. Plataniotis,conf/cgiv/CzubinSSHP02,On the Redeye Effect Removal Algorithm.
ICRA,Andrew Y. Ng,conf/icra/KlingbeilCRN10,Autonomous operation of novel elevators for robot navigation.
ICDE,Ambuj K. Singh,conf/icde/LjosaS08,Top-k Spatial Joins of Probabilistic Objects.
,Jussi Karlgren,journals/sigir/BennettGKK14,Report on the sixth workshop on exploiting semantic annotations in information retrieval (ESAIR'13).
DaWaK,Torben Bach Pedersen,conf/dawak/SamuleviciusPP14,Using Closed n-set Patterns for Spatio-Temporal Classification.
VTC Fall,Hao Zhang,conf/vtc/WangMLLSZ13,A QoS-Based Hybrid Centralized/Distributed Resource Allocation Algorithm in Downlink Femtocell Networks.
EDM,Carolyn Penstein Rosé,conf/edm/WenMWDHR16,Transactivity as a Predictor of Future Collaborative Knowledge Integration in Team-Based Learning in Online Courses.
SEBD,Fabrizio Silvestri,conf/sebd/OrlandoPS04,Assigning Document Identifiers to Enhance Compressibility of Fulltext Indices.
,David P. Helmbold,journals/ml/GrindlayH06,"Modeling, analyzing, and synthesizing expressive piano performance with graphical models."
ICRA,Anthony Stentz,conf/icra/LikhachevS08,Information value-driven approach to path clearance with multiple scout robots.
CP,Peter Nightingale,conf/cp/KotthoffMN10,Ensemble Classification for Constraint Solver Configuration.
,Christian Bauckhage,journals/ijcv/SchmidMB00,Evaluation of Interest Point Detectors.
ICANN,Manfred Opper,conf/icann/CsatoCO01,Online Approximations for Wind-Field Models.
KDD,Greg Sands,conf/kdd/SimoudisGGOS16,Big Data Needs Big Dreamers: Lessons from Successful Big Data Investors.
DEXA,Franck Morvan,conf/dexa/HameurlainFM96,"Parallel Relational Database Systems: Why, How and Beyond."
ICDM,Nathalie Japkowicz,conf/icdm/HenchiriJ06,A Feature Selection and Evaluation Scheme for Computer Virus Detection.
,Jian Chen,journals/fss/XiaC15,Consistency and consensus improving methods for pairwise comparison matrices based on Abelian linearly ordered group.
CDC-ECE,John S. Baras,conf/cdc/MateiB11,Power allocation policy for distributed estimation in wireless networks.
ACL,Joyce Yue Chai,conf/acl/GerberC10,Beyond NomBank: A Study of Implicit Arguments for Nominal Predicates.
"ICMCS, Vol. 2",Alex Pentland,conf/icmcs/SparacinoDP99,Media Actors: Characters in Search of an Author.
,Won Kim,journals/sigmod/Kim89,Chair's Message.
,Hao Wu,journals/ipm/NingJW08,RSS: A framework enabling ranked search on the semantic web.
,Calton Pu,journals/ijcis/WangIP14,A Perspective of Evolution After Five Years: A Large-Scale Study of Web Spam Evolution.
,Jean-François Boulicaut,journals/dke/CerfGSCB13,Parameter-free classification in multi-class imbalanced data sets.
,Andrew R. Haas,journals/ci/Haas95a,Planning to Find the Referents of Noun Phrases.
,Jun'ichi Tatemura,journals/vlsisp/KimCT10,Organization and Tagging of Blog and News Entries Based on Content Reuse.
NIPS,Dit-Yan Yeung,conf/nips/ZhangJY08,Posterior Consistency of the Silverman g-prior in Bayesian Model Choice.
,Sanjoy K. Mitter,journals/tit/BazziM05,Endcoding complexity versus minimum distance.
ICCV,Dacheng Tao,conf/iccv/XuHZT15,Augmenting Strong Supervision Using Web Data for Fine-Grained Categorization.
ICME,Kenneth R. Koedinger,conf/icmcs/AnthonyYK06,Towards the Application of a Handwriting Interface for Mathematics Learning.
,Halima Bensmail,journals/pr/WangB14,Unified framework for representing and ranking.
,René Vidal,journals/tmi/CetingulWTV14,Segmentation of High Angular Resolution Diffusion MRI Using Sparse Riemannian Manifold Clustering.
TARK,Rohit Parikh,conf/tark/MossP92,Topological Reasoning and The Logic of Knowledge.
,Baile Shi,journals/jcst/ZhangHS97,A reasoning mechanism for deductive object-oriented databases.
ISMIR,Gerhard Widmer,conf/ismir/PampalkPW05,Dynamic Playlist Generation Based on Skipping Behavior.
PDPTA,Kazuki Joe,conf/pdpta/HanedaSNKJ00,Collaboration of Parafrase-2 and NaraView for Effective Parallelization Supports.
NIPS,Richard E. Turner,conf/nips/LiHT15,Stochastic Expectation Propagation.
AAAI,Kristian Kersting,conf/aaai/SannerK10,Symbolic Dynamic Programming for First-order POMDPs.
ICNSC,Mathijs de Weerdt,conf/icnsc/MahrSW11,Using simulation to evaluate how multi-agent transportation planners cope with truck breakdowns.
CVPR (2),Takeo Kanade,conf/cvpr/LiTGK05a,Object Detection Using 2D Spatial Ordering Constraints.
,Peter E. Hart,journals/tit/CoverH67,Nearest neighbor pattern classification.
DEXA (1),Stéphane Bressan,conf/dexa/SongB13,Fast Community Detection.
,Adam Wierman,journals/sigmetrics/NairSW14,On competitive provisioning of cloud services.
IROS,Daniela Rus,conf/iros/GilFR12,Communication coverage for independently moving robots.
ECCB/JBI,Stefan Kramer 0001,conf/eccb/GeorgiiRRK05,Analyzing microarray data using quantitative association rules.
ISCAS (5),Kannan Ramchandran,conf/iscas/MaravicVR04,Channel estimation and synchronization with sub-Nyquist sampling and application to ultra-wideband systems.
,Saydean Zeldin,journals/jss/HamiltonZ83,The functional life cycle model and its automation: USE.IT.
ESWC (Satellite Events),Sören Auer,conf/esws/KhaliliA12,RDFaCE-Lite: A WYSIWYM Editor for User-Friendly Semantic Text Authoring.
FG,Thomas S. Huang,conf/fgr/ColmenarezH96,Maximum Likelihood Face Detection.
NIPS,Sanjoy Dasgupta,conf/nips/KauchakD03,An Iterative Improvement Procedure for Hierarchical Clustering.
WWW,Christos H. Papadimitriou,conf/www/Papadimitriou11,"Games, algorithms, and the Internet."
ACM Conference on Computer Science,John Zeleznikow,conf/acm/BodiZ88,Software design for electronic banking: managing the user-computer interface.
ASE,Stacy Marsella,conf/kbse/ErdemJM98,Task Oriented Software Understanding.
,Judea Pearl,journals/corr/abs-1304-1507,Deciding Consistency of Databases Containing Defeasible and Strict Information
SEBD,Franco Turini,conf/sebd/RaffaeteaRT02,Qualitative Reasoning in a Spatio-Temporal Language.
NGITS,Mark S. Fox,conf/ngits/Fox95,The Logic of Enterprise Models.
BPOE,Yi Jin,conf/bpoe/ZhaoGJ15,Revisiting Benchmarking Principles and Methodologies for Big Data Benchmarking.
ICDM,Carlo Zaniolo,conf/icdm/ChuWZ04,An Adaptive Learning Approach for Noisy Data Streams.
GLOBECOM,Hanqing Lu,conf/globecom/MaYL08,Adaptive Spread-Transform Dither Modulation for Color Image Watermarking.
,Maria L. Gini,journals/cl/GiniG82,Interactive Development of Object Handling Programs.
CP,Richard J. Wallace,conf/cp/SabinFW03,Greater Efficiency for Conditional Constraint Satisfaction.
LPNMR,José Júlio Alferes,conf/lpnmr/PereiraDA93,Diagnosis and Debugging as Contradiction Removal.
ICSE,Reijo Sulonen,conf/icse/KontioPS98,Towards Better Software Projects and Contracts: Commitment Specifications in Software Development Projects.
MAAMAW,Toru Ishida,conf/maamaw/KuwabaraI92,Equilibratory Approach to Distributed Resource Allocation: Toward Coordinated Balancing.
,Yuzo Hirai,journals/scjapan/Hirai88,Representation of Procedural Knowledge by a Model of Human Associative Processor (HASP).
ICCV,Bohyung Han,conf/iccv/NohHH15,Learning Deconvolution Network for Semantic Segmentation.
IJCAI,Alessandro Lazaric,conf/ijcai/ChemaliL15,Direct Policy Iteration with Demonstrations.
,Ronald R. Yager,journals/tfs/Yager10,Norms Induced from OWA Operators.
UDM,Gareth J. F. Jones,conf/udm/Jones05,Challenges and Opportunities of Context-Aware Information Access.
NIPS,Lloyd Watts,conf/nips/HafligerMW96,A Spike Based Learning Neuron in Analog VLSI.
,Steven L. Tanimoto,journals/ipl/GangolliT83,Two Pyramid Machine Algorithms for Sdge Detection in Noisy Binary Images.
ECIR,Yong Liu,conf/ecir/HuangDHL14,A Two-level Approach for Subtitle Alignment.
,Duane Q. Nykamp,journals/siamam/Nykamp05,Revealing Pairwise Coupling in Linear-Nonlinear Networks.
SUM,Francesca Spezzano,conf/sum/KolaitisS13,The Semantics of Aggregate Queries in Data Exchange Revisited.
,Marco Saerens,journals/pami/MantrachYCFSS10,The Sum-over-Paths Covariance Kernel: A Novel Covariance Measure between Nodes of a Directed Graph.
ICRA,William Whittaker,conf/icra/ApostolopoulosPSSWW01,Robotic Antarctic Meteorite Search Outcomes.
,Don R. Hush,journals/nn/HorneH96,Bounds on the complexity of recurrent neural network implementations of finite state machines.
International Semantic Web Conference (1),Volker Tresp,conf/semweb/KrompassBT15,Type-Constrained Representation Learning in Knowledge Graphs.
WIDM,Ee-Peng Lim,conf/widm/HuSL08,Event detection with common user interests.
ASWC,David W. Embley,conf/aswc/LynnE08,Semantically Conceptualizing and Annotating Tables.
ATT@IJCAI,David C. Parkes,conf/ijcai/MeirP16,When are Marginal Congestion Tolls Optimal?
,Riccardo Zecchina,journals/corr/cond-mat-0208460,Coloring random graphs
EMNLP,Hae-Chang Rim,conf/emnlp/YangDZR14,Joint Relational Embeddings for Knowledge-based Question Answering.
,H. Sebastian Seung,journals/neco/XieHS02,Selectively Grouping Neurons in Recurrent Networks of Lateral Inhibition.
,Marco Loog,journals/corr/KrijtheL15,Implicitly Constrained Semi-Supervised Least Squares Classification.
,Ronald R. Yager,journals/fss/Yager15,Conditional information using copulas with an application to decision making.
SWAT,Gerhard J. Woeginger,conf/swat/AzarERW02,All-Norm Approximation Algorithms.
,Mengchi Liu,journals/jiis/Liu98,An Overview of the Rule-Based Object Language.
,Jie Zhou,journals/csda/Zhou11a,Maximum likelihood ratio test for the stability of sequence of Gaussian random processes.
,Randall Davis,journals/ijmms/Davis83a,Reasoning from First Principles in Electronic Troubleshooting.
,Wolfgang Effelsberg,journals/winet/TransierFWME07,A hierarchical approach to position-based multicast for mobile ad-hoc networks.
DEXA Workshop,Arie Segev,conf/dexaw/BichlerS98,InfoLink: A Case Study and an Analysis of Object Web Infrastructures.
ACL (Short Papers),Peng Zhang,conf/acl/YanMSHZ10,Event-Based Hyperspace Analogue to Language for Query Expansion.
,Anne Tchounikine,journals/mta/ArigonMT07,Multimedia data warehouses: a multiversion model and a medical application.
ICWSM,Yejin Choi,conf/icwsm/FengXGC12,Distributional Footprints of Deceptive Product Reviews.
INTETAIN,Mitsuru Ishizuka,conf/intetain/BrugmannDPSI08,Phase-based gesture motion parametrization and transitions for conversational agents with MPML3D.
IC3K (Selected Papers),Yakoub Salhi,conf/ic3k/BenhamouJSS14a,A Generic and Declarative Method for Symmetry Breaking in Itemset Mining.
EUROCRYPT,Martin Strauss,conf/eurocrypt/BlazeBS98,Divertible Protocols and Atomic Proxy Cryptography.
ESTImedia,Luca Benini,conf/estimedia/TorreRB07,MP-Queue: an Efficient Communication Library for Embedded Streaming Multimedia Platforms.
LICS,Moshe Y. Vardi,conf/lics/PanV06,Fixed-Parameter Hierarchies inside PSPACE.
,L. F. Abbott,journals/ploscb/SchafferOA13,A Complex-Valued Firing-Rate Model That Approximates the Dynamics of Spiking Networks.
,David Lee,journals/jc/Lee85,Optimal algorithms for image understanding: Current status and future plans.
ICMLA (1),François Fleuret,conf/icmla/LefakisF12,Macro-action Discovery Based on Change Point Detection and Boosting.
IRI,Reda Alhajj,conf/iri/AmannejadMFA14,From requirements to software design: An automated solution for packaging software classes.
NIPS,David M. Bradley,conf/nips/BagnellB08,Differentiable Sparse Coding.
USENIX Annual Technical Conference,Tao Xie,conf/usenix/DingZLZLFZX15,Log2: A Cost-Aware Logging Mechanism for Performance Diagnosis.
,Kai Zhao,journals/sensors/WeiZ16,Structural Parameters Calibration for Binocular Stereo Vision Sensors Using a Double-Sphere Target.
,Andrew Tomkins,journals/tweb/DubinkoKMNRT07,Visualizing tags over time.
,Margaret Mitchell,journals/corr/FerraroMHVDGM15,On Available Corpora for Empirical Methods in Vision & Language.
INFOCOM,Minglu Li,conf/infocom/QinZZLXL14,POST: Exploiting dynamic sociality for mobile advertising in vehicular networks.
,Dhabaleswar K. Panda,journals/tpds/SivaramSP00,Implementing Multidestination Worms in Switch-Based Parallel Systems: Architectural Alternatives and Their Impact.
SMC,Nobuyuki Otsu,conf/smc/KuritaWO09,Logistic discriminant analysis.
KDD,Akira Tajima,conf/kdd/TagamiHTOTT14,Filling context-ad vocabulary gaps with click logs.
ER,Nick Roussopoulos,conf/er/MarkR83,"Integration of Data, Schema and Meta-Schema in the Context of Self-Documenting Data Models."
ICC,Daniel Mossé,conf/icc/QaziZM12,Improving performance of router-assisted transport protocols over variable capacity links.
,Erhard Rahm,journals/pvldb/BernsteinMR11,"Generic Schema Matching, Ten Years Later."
NIPS,Michael I. Jordan,conf/nips/Bouchard-CoteJ10,Variational Inference over Combinatorial Spaces.
,Qing Li,journals/iet-com/TaoYL16,Bit-oriented format extraction approach for automatic binary protocol reverse engineering.
,Alex Waibel,journals/ijait/StiefelhagenYW97,A Model-Based Gaze Tracking System.
IPAW,Susan B. Davidson,conf/ipaw/BowersMLCD06,A Model for User-Oriented Data Provenance in Pipelined Scientific Workflows.
ITW,Sriram Vishwanath,conf/itw/AgrawalV11,Secrecy using compressive sensing.
,Francesco Romani,journals/amc/FavatiLMR14,Generalized Cross-Validation applied to Conjugate Gradient for discrete ill-posed problems.
,Hilbert J. Kappen,journals/corr/ThalmeierGK16,Action selection in growing state spaces: Control of Network Structure Growth.
,Andrew B. Whinston,journals/jpdc/ChuDJSWW89,A Model for an Intelligent Operating System for Executing Image Understanding Tasks on a Reconfigurable Parallel Architecture.
CHI,David R. Karger,conf/chi/KleekSsK11,Finders/keepers: a longitudinal study of people managing information scraps in a micro-note tool.
IWANN,John G. Taylor,conf/iwann/GuanCT95,Learning Transformed Prototypes (LTP) - A Statistical Pattern Classification Technique of Neural Networks.
AAAI,Jochen Renz,conf/aaai/Renz15,AIBIRDS: The Angry Birds Artificial Intelligence Competition.
UAI,Nathan Srebro,conf/uai/Srebro01,Maximum Likelihood Bounded Tree-Width Markov Networks.
,C. Mohan,journals/ieeecc/AlonsoHAAM00,Enhancing the fault tolerance of workflow management systems.
SIGMOD Conference,Guido Moerkotte,conf/sigmod/BrantnerKM05,Cost-Sensitive Reordering of Navigational Primitives.
,Shojiro Nishio,journals/ijngc/HaraHSSN10,Efficient Top-k Query Processing in Mobile Ad Hoc Networks.
3DPH,Nassir Navab,conf/3dph/SchwarzMN09,Discriminative Human Full-Body Pose Estimation from Wearable Inertial Sensor Data.
ICDM,Xiangliang Zhang,conf/icdm/KamiranKZ12,Decision Theory for Discrimination-Aware Classification.
ICDE,J. Leon Zhao,conf/icde/RotemZ95,Buffer Management for Video Database Systems.
,David Tse,journals/jsac/EtkinPT07,Spectrum sharing for unlicensed bands.
MobiSys,Romit Roy Choudhury,conf/mobisys/BaoC10,MoVi: mobile phone based video highlights via collaborative sensing.
CP,Gilles Pesant,conf/cp/Pesant01,A Filtering Algorithm for the Stretch Constraint.
CP,Mohamed Réda Saïdi,conf/cp/BenhamouS06,Reasoning by Dominance in Not-Equals Binary Constraint Networks.
NIPS,H. Sebastian Seung,conf/nips/JainZS05,Representing Part-Whole Relationships in Recurrent Neural Networks.
,Alberto L. Sangiovanni-Vincentelli,journals/algorithmica/RomeoS91,A Theoretical Framework for Simulated Annealing.
MFDBS,Guozhu Dong,conf/mfdbs/Dong91,On the Monotonicity of (LDL) Logic Programs with Sets.
ISR/ROBOTIK,Pierre Nugues,conf/isr/PerssonGBHHMNN10,A Knowledge Integration Framework for Robotics.
,Ingo Steinwart,journals/jat/Steinwart04,Entropy of convex hulls--some Lorentz norm results.
ICDE,Cong Yu,conf/icde/KllapiHY14,Near neighbor join.
,Zhi-Quan Luo,journals/ejwcn/KrasnopeevXL05,Minimum Energy Decentralized Estimation in a Wireless Sensor Network with Correlated Sensor Noises.
"Data Mining and Knowledge Discovery: Theory, Tools, and Technology",Jiawei Han,conf/dmkdttt/ZaianeH00,Discovering spatial associations in images.
,Andrew Rau-Chaplin,journals/ijpp/DehneMR91,Optical clustering on a mesh-connected computer.
ICMLC,Wen Liu,conf/icmlc/Liu13,Mutiple classifier system based android malware detection.
AAMAS,Michael Winikoff,conf/atal/Winikoff16,How Testable are BDI Agents?: An Analysis of Branch Coverage (Extended Abstract).
,Yang Liu,journals/tie/ZhouZL16a,Independent Control Scheme for Nonredundant Two-Leg Fault-Tolerant Back-to-Back Converter-Fed Induction Motor Drives.
XSym,Oded Shmueli,conf/xsym/BordawekarS04,Flexible Workload-Aware Clustering of XML Documents.
OTM Workshops (1),Salvatore Gaglio,conf/otm/SantangeloASPGGG07,A Virtual Shopper Customer Assistant in Pervasive Environments.
,Javier Larrosa,journals/ijis/NunezCL95,Non-monotonic characterization of induction and its application to inductive learning.
,Wang-Chien Lee,journals/tpds/TangXL08,Analysis of TTL-Based Consistency in Unstructured Peer-to-Peer Networks.
IBERAMIA,Ana Paiva,conf/iberamia/GoncalvesMP98,A New Dynamic Model for a Multi-Agent Formation.
SAT,Holger H. Hoos,conf/sat/TompkinsH04,UBCSAT: An Implementation and Experimentation Environment for SLS Algorithms for SAT & MAX-SAT.
Int. Conf. Interaction Sciences,Wei Wang,conf/interaction/WangZCCGW09,The study on the relationship between inflammatory factors and cardiac function based on chronic myocardial ischemia (syndrome of blood stasis model).
CoopIS,Evaggelia Pitoura,conf/coopis/PapastavrouCSP00,An Evaluation of the Java-Based Approaches to Web Database Access.
IROS,Roland Siegwart,conf/iros/JensenS04,Scan alignment with probabilistic distance metric.
COMPSAC,Ella Rabinovich,conf/compsac/MagidABBR08,Application Generation Framework for Real-Time Complex Event Processing.
,Xue Liu,journals/tpds/YinLZCL15,BURSE: A Bursty and Self-Similar Workload Generator for Cloud Computing.
DAGM-Symposium,Thomas Hofmann,conf/dagm/PuzichaBH98,Discrete Mixture Models for Unsupervised Image Segmentation.
NIPS,A. G. Unil Perera,conf/nips/CoonP87,New Hardware for Massive Neural Networks.
KDD,Yong Yu,conf/kdd/JiangLLWY11,Prominent streak discovery in sequence data.
,Jonathan Wilkenfeld,journals/expert/NauW08,Computational Cultural Dynamics.
SIGMOD Conference,Dinkar Sitaram,conf/sigmod/DanS95,An Online Video Placement Policy based on Bandwith to Space Ratio (BSR).
,Ralf Steinmetz,journals/mms/DarlagiannisMS07,Sampling cluster endurance for peer-to-peer based content distribution networks.
AAAI,Marina Sokolova,conf/aaai/BobicevS08,An Effective and Robust Method for Short Text Classification.
,Vasant Honavar,journals/kais/ZhangKSH06,Learning accurate and concise naïve Bayes classifiers from attribute value taxonomies and data.
AINA Workshops,Shojiro Nishio,conf/aina/ShinoharaHN08,On Effective Data Transmission in Mobile Ad Hoc Networks.
SDM,Jian Pei,conf/sdm/ZhouP07,Sketching Landscapes of Page Farms.
,Sandeep Chintabathina,journals/corr/abs-1301-1389,Planning and Scheduling in Hybrid Domains Using Answer Set Programming
KBSE,David M. Steier,conf/kbse/LowryKSS91,Knowledge-Based Design.
IQ,Tamraparni Dasu,conf/iq/PelletierD05,Mining Network Logs: Information Quality Challenges.
,Dallan Quass,journals/is/WiederholdRBLQ90,Partitioning and composing knowledge.
,Jin-Kao Hao,journals/eor/LuH10,Adaptive Tabu Search for course timetabling.
,G. Krishna,journals/pr/GowdaK79,Learning with a mutualistic teacher.
SIGMETRICS,David A. Wood,conf/sigmetrics/ReinhardtHLLLW93,The Wisconsin Wind Tunnel: Virtual Prototyping of Parallel Computers.
NBiS,Katsumi Takahashi,conf/nbis/ChidaIT10,Tag-Based Secure Set-Intersection Protocol and Its Application to Privacy-Enhancing Biometrics.
,Maguelonne Teisseire,journals/tsi/Di-JorioBBMT10,Fouille de données issues d'études psychologiques liées au vieillissement. Extraction de règles graduelles.
,Feng Liang,journals/jcb/ZhaoL01,On Relationship Inference Using Gamete Identity by Descent Data.
,Enhua Wu,journals/tedu/YangHW11,Physically-Based Tree Animation and Leaf Deformation Using CUDA in Real-Time.
ICANN,Hervé Bourlard,conf/icann/Bourlard97,State-of-the-Art and Recent Progress in Hybrid HMM/ANN Speech Recognition.
,Linda C. van der Gaag,journals/ci/KelleherG93,The LazyRMS: Avoiding Work in the ATMS.
Middleware,Olivier Gruber,conf/middleware/PhilippePBG09,Self-adapting Service Level in Java Enterprise Edition.
,Padmini Srinivasan,journals/ipm/Srinivasan89,Intelligent information retrieval using rough set approximations.
IJCAI,Henri Prade,conf/ijcai/BenferhatDP99,Towards a Possibilistic Logic Handling of Preferences.
ICIDS,Michael Mateas,conf/icids/Mateas10,The Authoring Challenge in Interactive Storytelling.
TRIOS,Heon Y. Yeom,conf/osdi/SeoEY14,MLB: A Memory-aware Load Balancing for Mitigating Memory Contention.
ICME Workshops,Keiji Yanai,conf/icmcs/NakajiY12,Visualization of Real-World Events with Geotagged Tweet Photos.
,Krzysztof Janowicz,journals/semweb/SchlobachJ15,Selected papers from the combined EKAW 2014 and Semantic Web journal track.
Encyclopedia of Database Systems,Le Gruenwald,reference/db/Gruenwald09,Data Estimation in Sensor Networks.
,Gencai Chen,journals/isci/LvCC13,Mining user similarity based on routine activities.
SODA,David R. Karger,conf/soda/Karger94,Using Randomized Sparsification to Approximate Minimum Cuts.
,Alex X. Liu,journals/ton/KhakpourL13,An Information-Theoretical Approach to High-Speed Flow Nature Identification.
,Sudha Ram,journals/jss/HayneR95,Group data base design: Addressing the view modeling problem.
,Guido Sanguinetti,journals/bioinformatics/OconeMS13,Hybrid regulatory models: a statistically tractable approach to model regulatory network dynamics.
AH,Barry Smyth,conf/ah/BradleyRS00,Case-Based User Profiling for Content Personalisation.
WWW (Companion Volume),Yehoshua Sagiv,conf/www/FriedmanHKLSS12,WISER: a web-based interactive route search system for smartphones.
,Matthias Scheutz,journals/tamd/VealeSS11,"Temporal, Environmental, and Social Constraints of Word-Referent Learning in Young Infants: A Neurorobotic Model of Multimodal Habituation."
EMMCVPR,Vittorio Murino,conf/emmcvpr/BicegoDM01,Designing the Minimal Structure of Hidden Markov Model by Bisimulation.
,Wei Zhang 0017,journals/amc/PanLZ07,Incorporating domain knowledge into medical image clustering.
RecSys Posters,Ming-Feng Tsai,conf/recsys/ChenYHCT16,Music Playlist Recommendation via Preference Embedding.
ICDM,Yue Xu,conf/icdm/LiYX06,Multi-Tier Granule Mining for Representations of Multidimensional Association Rules.
,Dilys Thomas,journals/talg/CarmoFKLMOPT07,Querying priced information in databases: The conjunctive case.
FORTE,C. R. Ramakrishnan,conf/forte/SekarLR94,Modelling techniques for evolving distributed applications.
ECAI,Maurice Bruynooghe,conf/ecai/RaedtB90,On Negation and Three-Valued Logic in Interactive Concept-Learning.
,Igor Jurisica,journals/bmcbi/HolzingerDJ14,"Knowledge Discovery and interactive Data Mining in Bioinformatics - State-of-the-Art, future challenges and research directions."
"Computer Vision, A Reference Guide",Abhijeet Ghosh,reference/vision/Ghosh14,Cook-Torrance Model.
,Olivier Lichtarge,journals/bioinformatics/MorganKML06,ET viewer: an application for predicting and visualizing functional sites in protein structures.
,W. Marco Schorlemmer,journals/ker/KalfoglouS03,Ontology mapping: the state of the art.
,Prakash Panangaden,journals/jacm/DanosKP07,The measurement calculus.
Symposium on Computational Geometry,Kenneth L. Clarkson,conf/compgeom/Clarkson89,"Applications of Random Sampling in Computational Geometry, II."
Creating Personalities for Synthetic Actors,Robert Trappl,conf/ofai/PettaT97,Why to Create Personalities for Synthetic Actors.
UbiComp,Hongxia Jin,conf/huc/BaoLTHKJ15,PinPlace: associate semantic meanings with indoor locations without active fingerprinting.
,Edward P. F. Chan,journals/tkde/Chan03,Buffer Queries.
SIGMOD Conference,Anastasia Ailamaki,conf/sigmod/SirinTPA16,Micro-architectural Analysis of In-memory OLTP.
KDD,Victor J. Rayward-Smith,conf/kdd/IglesiaDR96,Discovering Knowledge in Commercial Databases Using Modern Heuristic Techniques.
ISMB,G. Christian Overton,conf/ismb/SchugO97,Modeling Transcription Factor Binding Sites with Gibbs Sampling and Minimum Description Length Encoding.
,Marti A. Hearst,journals/bmcbi/OliverBSAH04,Tools for loading MEDLINE into a local relational database.
ICRA,Nicola Gatti 0001,conf/icra/AmigoniBG09,Finding the optimal strategies for robotic patrolling with adversaries in topologically-represented environments.
,Jun Guo,journals/ij3dim/WangLWMG13,The Application of BIM-Enabled Facility Management System in Complex Building.
Asia-Pacific Computer Systems Architecture Conference,Li Wang,conf/aPcsac/LiuALW07,An Online Profile Guided Optimization Approach for Speculative Parallel Threading.
,David K. Hsiao,journals/debu/Hsiao77,Letter from the Chairman.
ICPR (3),Gérard G. Medioni,conf/icpr/MinM06,Tensor Voting Accelerated by Graphics Processing Units (GPU).
COLING,Paola Velardi,conf/coling/BasiliPV94,"A ""not-so-shallow"" parser for collocational analysis."
INFOCOM,Kang G. Shin,conf/infocom/ZhangS10,DAC: Distributed Asynchronous Cooperation for Wireless Relay Networks.
,Andrew T. Campbell,journals/jsac/LiaoWC03,Wireless incentive engineering.
,Boi Faltings,journals/aei/LottazSRF00,Constraint-based support for negotiation in collaborative design.
,Wentai Liu,journals/ijon/YangZL09,Neural signal classification using a simplified feature set with nonparametric clustering.
IROS,Masayuki Inaba,conf/iros/ChanKOI14,Determining proper grasp configurations for handovers through observation of object movement patterns and inter-object interactions during usage.
,Sushil Jajodia,journals/infsof/AtluriBJ97,A theoretical formulation for degrees of isolation in databases.
,Brahim Hnich,journals/cor/BurkeBTH08,Learning market prices in real-time supply chain management.
WWW (Alternate Track Papers & Posters),Eero Hyvönen,conf/www/HoliH04,A method for modeling uncertainty in semantic web taxonomies.
,David D. Jensen,journals/jmlr/NevilleJ07,Relational Dependency Networks.
INFOCOM,Guohong Cao,conf/infocom/LiuC12,Distributed critical location coverage in wireless sensor networks with lifetime constraint.
JFPLC,Djamal Habet,conf/jfplc/VasquezH04,Algorithmes complet et incomplet pour la coloration des graphes de reines.
,Jing Li,journals/sensors/YiTLZGBWL14,Mapping and Evaluating the Urbanization Process in Northeast China Using DMSP/OLS Nighttime Light Data.
,E. F. Codd,journals/cmgt/Codd89,Fatal Flaws in SQL - Part ONE.
,Wolfgang Maass,journals/eccc/ECCC-TR96-031,Networks of Spiking Neurons: The Third Generation of Neural Network Models
ICOIN,Yang Song,conf/icoin/LiuDS16,A robust node localization method to address flip ambiguity in wireless networks.
,Miroslav Benda,journals/internet/Benda98,Architecture Perspective: Shaping the Internet: The Dynamics.
KDD,Ignacio Lopez-Chavarrias,conf/kdd/Caraca-ValenteL00,Discovering similar patterns in time series.
,Romeo Rizzi,journals/siamdm/Rizzi02,Finding 1-Factors in Bipartite Regular Graphs and Edge-Coloring Bipartite Graphs.
SSA-SMILE@ESWC,Fabio Ciravegna,conf/esws/MazumdarLIC14,Visual Analysis of Real-time Social Media for Emergency Response.
SMC,Malcolm I. Heywood,conf/smc/CurryH07,One-class learning with multi-objective genetic programming.
